Time of Day (hours),Temperature (Celsius)
0.0,23.52810469193533
0.24242424242424243,21.434553613300093
0.48484848484848486,23.223400503948973
0.7272727272727273,26.374298842007015
0.9696969696969697,26.246595852110726
1.2121212121212122,21.16577869723205
1.4545454545454546,25.616801391654455
1.696969696969697,23.99523470429632
1.9393939393939394,24.65552965741757
2.1818181818181817,26.227605178432718
2.4242424242424243,26.21716643286816
2.666666666666667,29.336423110791344
2.909090909090909,28.422865565115107
3.1515151515151514,27.58926711956099
3.393939393939394,28.649191108408417
3.6363636363636367,28.81310817525189
3.878787878787879,31.485412445810354
4.121212121212121,28.40421710694422
4.363636363636363,29.722455356846986
4.606060606060606,27.633287124047616
4.848484848484849,24.44304278277258
5.090909090909091,31.025352874116138
5.333333333333334,31.576949927841095
5.575757575757576,28.454054603799655
5.818181818181818,34.528182639805294
6.0606060606060606,27.090009927541217
6.303030303030303,30.060064794122315
6.545454545454546,29.523846718757657
6.787878787878788,32.8535828908647
7.03030303030303,32.57713912539999
7.272727272727273,29.759903038540518
7.515151515151516,29.979867980250162
7.757575757575758,27.184366247653134
8.0,24.698661101396535
8.242424242424242,27.629874247695412
8.484848484848484,28.270316343516285
8.727272727272727,30.018077104998028
8.96969696969697,29.531701411357446
9.212121212121213,25.893036370347012
9.454545454545455,25.57698436105538
9.696969696969697,23.573492708493525
9.93939393939394,22.29673804137611
10.181818181818182,21.16972483602408
10.424242424242424,27.910856144529717
10.666666666666668,22.40089706975338
10.90909090909091,21.941176965191925
11.151515151515152,19.69751460776555
11.393939393939394,23.13499467139732
11.636363636363637,17.722764737925928
11.878787878787879,19.891798774552736
12.121212121212121,17.89178754263197
12.363636363636363,19.8232445626767
12.606060606060606,17.398375765128762
12.84848484848485,15.43563030388977
13.090909090909092,17.12630997490839
13.333333333333334,17.43646230780415
13.575757575757576,16.123729090700202
13.818181818181818,16.022678578205458
14.06060606060606,13.594581896904012
14.303030303030303,13.603919029398021
14.545454545454547,12.473489242242046
14.787878787878789,12.613203671756
15.030303030303031,11.246765722122463
15.272727272727273,8.989939051794064
15.515151515151516,12.397233879199185
15.757575757575758,10.870739581235764
16.0,8.079349268223526
16.242424242424242,11.96562676813819
16.484848484848484,8.961860330187701
16.727272727272727,10.653882604445595
16.96969696969697,11.819759538755655
17.21212121212121,10.469941359367036
17.454545454545453,12.380586950277275
17.6969696969697,7.561800599773271
17.93939393939394,10.805942005616348
18.181818181818183,8.641706426289293
18.424242424242426,8.320021057023697
18.666666666666668,8.994223140349089
18.90909090909091,9.658779252509838
19.151515151515152,10.563308270018752
19.393939393939394,8.32822171578222
19.636363636363637,12.705333020363192
19.87878787878788,12.1167912449851
20.12121212121212,8.430258327950408
20.363636363636363,14.83074486708784
20.606060606060606,16.030313709143595
20.848484848484848,15.011642055743964
21.09090909090909,12.739360213554178
21.333333333333336,11.430618660113526
21.575757575757578,16.17982416331587
21.81818181818182,13.787237931497668
22.060606060606062,17.582922779760167
22.303030303030305,16.118600835262008
22.545454545454547,18.236653516364154
22.78787878787879,17.59239833736393
23.03030303030303,18.901666464573104
23.272727272727273,18.128487597837537
23.515151515151516,22.30581645207417
23.757575757575758,19.619584988841595
24.0,20.8039787268894
